Gene_name,Rank
SLC52A3,5.4982514663462645
GLB1L2,5.4965219409509904
MFN1,5.493081517241458
DANCR,5.489340725396802
CDK1,5.4875201876065205
HMGN2P23,5.487194255533464
TGFA,5.4860189628302365
AFG3L2,5.480564404412435
TCF19,5.474008840178728
CD82,5.47117623041764
NCAPH,5.468455520752642
CSNK1A1,5.467080032559167
VSIG10L,5.4598373065456745
PLCXD2,5.455451491008434
FUT1,5.455202499792946
ZNF165,5.438689709873344
ENSG00000296192,5.428746452443481
S100A2,5.425523066287054
GPAT3,5.411388582582427
PLBD1-AS2,5.405544158598768
SNHG1,5.40280996022466
CT69,5.40168176806444
KIF2C,5.401219170090613
CDCA5,5.398771623340921
IL22,5.396086746476556
ENSG00000261804,5.395895356775668
MRS2,5.395029008497203
ENSG00000205740,5.388123278622419
ELF3,5.375438133522305
EPN3,5.37433729281954
GSDMA,5.37213004469472
ENSG00000224658,5.370969271715745
PON2,5.359380553585117
SQOR,5.35928129604595
ENSG00000271573,5.356971096818325
ENSG00000235100,5.3561876940321484
GBA2,5.344587766942582
PSMD11,5.342299147968056
AURKB,5.342094250940416
DYNAP,5.341593835380609
METTL9,5.341379041784565
P2RY10,5.331833059405343
CHAC2,5.321513707484804
BUB1,5.319062830855337
ENSG00000298118,5.315881868672619
FAM83A,5.314797525211649
GJB6,5.3139505879992
CD3D,5.311791892156094
RAP1GAP,5.311372174408632
SPTLC2,5.30963020126784
RABIF,5.307914955296646
WNT5A,5.305946674765041
CTLA4,5.301397200775056
HMOX1,5.29944678555901
TXNRD1-AS1,5.297175403553423
PRMT3,5.295077898466434
DDX60L,5.290846213915745
RNASE7,5.287608356098717
TNFRSF9,5.283403519336415
CROT,5.28129880967405
CS,5.278439884174545
KPNA2,5.27510778414927
PSMA5,5.271727690419621
ENSG00000303669,5.2704906466138
RRM1,5.263186218248622
EBNA1BP2,5.261752618563403
NUDT15,5.26002901231789
S100A12,5.2598810597975465
TICRR,5.259429533054259
ENSG00000308375,5.257680237019025
FLVCR2,5.2544638533945545
ATP5F1B,5.248736829648532
DHCR7,5.247871623521252
MYO1E,5.2440187267400615
CLLU1-AS1,5.2391583226304
SLURP2,5.238187112646517
HECTD1,5.2362106226851495
PA2G4,5.235729632792996
ENSG00000229660,5.233564017465888
SOST,5.232648051581944
KIF18A,5.231997390552414
CCNC,5.229895527431213
CYB5R4,5.223065908330461
PCSK6,5.221196043252868
SDCBP2,5.220843928466412
PYM1,5.21744395502123
DYNLL1,5.2161272587456535
CCT6A,5.20982152493723
SUCO,5.193932976520987
PRKCQ-AS1,5.187697640840718
AMMECR1,5.185435229836646
MIR155HG,5.182075334280692
PRELID3B,5.179496288141667
GNL3,5.17928068532324
ENSG00000306768,5.175252579196573
TNFSF10,5.171798576265848
CAMP,5.165498673130736
USP38,5.164944146280163
SLC7A1,5.164728360654918
CD274,5.163012429974945
ALDOA,5.1602475910749614
ENSG00000284823,5.143021472182086
SKA1,5.136935104409553
CRABP2,5.136093641292723
KCNJ15,5.134100315969259
ENSG00000279588,5.130398719002273
CKS2,5.128316507303036
ORC6,5.126250273595756
ITSN2,5.125302099234078
HAS3,5.122515208309971
CCNB2,5.115961213124922
SLC30A4-AS1,5.114599307449229
HDGF,5.111214522296347
DOCK9-DT,5.109205907619871
CPT1C,5.107222724303368
KCNG3,5.10698912557386
DKC1,5.106081120074083
SPNS2,5.101695674648395
HELZ2,5.099991832111125
LNMICC,5.094522389922592
GBP1,5.09419711010762
DSG3,5.092477273648172
SNX20,5.089002500318693
UPP1,5.085557430946111
NT5C2,5.081778570375757
IFIT1,5.0795031267084925
UBE2C,5.078673484138558
CBR1,5.073453452287551
SPRR2G,5.073124152184902
ALDH3B2,5.070960697511845
MAD2L1,5.063605759820958
HTR3B,5.0601817867256615
CATSPERB,5.050007878991562
ENSG00000296553,5.049818963420994
SPOCK2,5.049713302399854
DDX21,5.043668086630581
VRK2,5.043279828881808
RNF149,5.0423529904348525
